paper,ff_model,molecule,property,temperature_K,value,unit,source_figure,method,qc_status
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,330.41096,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,320.54795,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,310.68493,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,300.82192,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,289.86301,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,rho_v,280,1.72,kg/m3,Fig2,manual_digitization,UNRELIABLE
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,472.32824,36.02092429,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,469.46565,32.66290401,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,466.12595,29.61793233,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,462.78626,26.85682557,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,459.44656,24.35312066,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,456.10687,22.08282153,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,452.29008,19.54031955,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,448.95038,17.2903752,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,445.13359,15.29965073,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,441.31679,13.8733537,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,437.5,12.27604743,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,433.20611,10.60006359,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,429.38931,9.379533235,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,420.80153,6.993282182,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,412.21374,5.21417042,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,402.67176,3.793655249,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,387.40458,2.269523732,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,392.65267,2.693469124,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,382.15649,1.866098709,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,376.9084,1.572395103,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,371.18321,1.292889971,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,365.45802,1.03738176,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,359.25573,0.852979299,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,353.05344,0.684408717,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,346.85115,0.549146513,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,340.17176,0.440621081,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,333.49237,0.344996847,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,330.62977,0.312834807,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,327.76718,0.283671046,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,324.90458,0.257226052,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,322.04198,0.227610374,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,318.70229,0.206391588,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,316.31679,0.187150907,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,312.9771,0.165601662,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,309.6374,0.150165089,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,306.77481,0.132874527,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,303.43511,0.117576041,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,300.09542,0.104037902,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,296.75573,0.094339057,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,293.89313,0.083477345,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,290.07634,0.073866195,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,H1,MeOH,Pvap,286.73664,0.063781634,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,489.02672,46.00499603,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,486.64122,42.74917941,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,484.25573,37.82725975,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,480.91603,35.15018917,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,478.53053,31.10317799,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,475.19084,28.20361045,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,472.32824,25.57435266,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,465.64885,20.02416912,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,459.44656,15.29965073,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,452.76718,11.97929808,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,445.13359,9.379533235,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,437.5,7.166518702,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,429.86641,5.21417042,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,412.21374,2.760163729,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,402.67176,1.866098709,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,392.65267,1.324917244,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,387.40458,1.089403175,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,382.15649,0.895753514,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,376.9084,0.718722463,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,371.18321,0.576684474,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,365.45802,0.462716835,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,353.05344,0.290698102,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,359.25573,0.37126841,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,346.85115,0.227610374,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,340.17176,0.178214036,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,333.01527,0.139537765,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,330.15267,0.123472107,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,327.76718,0.111961524,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,324.90458,0.099069862,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,321.56489,0.089834158,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,318.70229,0.079491117,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,315.83969,0.07033892,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,312.9771,0.063781634,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,309.6374,0.056437582,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,306.77481,0.04993965,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,303.43511,0.043121654,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,300.09542,0.038156468,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,296.75573,0.033763329,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,293.41603,0.029875994,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,290.55344,0.025797182,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L1,MeOH,Pvap,286.73664,0.0228268,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,489.50382,46.00499603,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,486.64122,42.74917941,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,483.77863,36.91286001,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,480.91603,34.30084536,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,478.53053,31.10317799,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,475.19084,28.20361045,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,471.85115,25.57435266,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,466.12595,20.52020478,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,459.44656,16.06687983,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,452.29008,12.89152347,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,445.13359,9.849887167,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,437.5,7.712250202,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,429.38931,5.750230839,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,420.80153,4.082583505,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,412.21374,3.043931693,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,402.67176,2.161148947,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,392.65267,1.497309753,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,387.40458,1.26164951,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,382.15649,1.012305092,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,376.9084,0.832360199,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,371.18321,0.66786448,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,365.45802,0.535877333,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,359.25573,0.440621081,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,353.53053,0.344996847,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,346.85115,0.270125125,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,340.17176,0.211502174,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,333.01527,0.161600183,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,330.15267,0.146535142,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,327.29008,0.129663843,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,324.42748,0.117576041,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,322.04198,0.104037902,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,315.83969,0.083477345,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,312.9771,0.073866195,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,309.6374,0.065360969,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,318.70229,0.092059516,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,306.77481,0.057835645,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,303.43511,0.051176236,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,300.09542,0.045284068,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,296.75573,0.040069894,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,290.55344,0.030615771,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,286.73664,0.02709083,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,L2,MeOH,Pvap,293.41603,0.034599709,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,489.50382,60.21129745,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,487.11832,53.27887973,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,484.25573,48.31200111,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,481.39313,43.80815556,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,478.53053,39.72417721,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,475.66794,36.02092429,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,472.32824,31.87334243,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,466.12595,26.20787662,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,459.44656,21.02831788,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,452.29008,16.46472148,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,445.13359,12.89152347,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,437.5,10.09388707,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,429.38931,7.525896953,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,420.80153,5.611230298,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,412.21374,4.082583505,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,402.67176,2.898577212,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,392.65267,2.057949297,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,387.40458,1.734050498,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,382.15649,1.425809896,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,376.9084,1.172361394,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,371.18321,0.963965282,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,365.45802,0.773461024,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,359.25573,0.620605292,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,353.05344,0.497952793,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,346.85115,0.389886347,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,340.17176,0.305275693,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,333.49237,0.239024314,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,330.62977,0.216741474,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,327.76718,0.191785063,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,324.90458,0.173906062,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,322.04198,0.153883416,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,319.17939,0.139537765,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,315.83969,0.123472107,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,312.9771,0.111961524,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,310.1145,0.099069862,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,306.29771,0.08766347,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,303.43511,0.077570351,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,300.09542,0.068638615,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,296.75573,0.06073592,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,293.41603,0.053742562,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,290.07634,0.047554921,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS,MeOH,Pvap,286.73664,0.041062499,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,489.50382,36.91286001,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,486.64122,32.66290401,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,483.77863,28.90197697,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,481.39313,26.20787662,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,478.05344,23.76466943,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,475.19084,21.02831788,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,471.85115,19.06797069,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,466.12595,15.29965073,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,459.44656,11.97929808,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,452.76718,9.379533235,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,445.13359,7.34397317,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,437.5,5.611230298,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,429.38931,4.183674804,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,420.80153,3.043931693,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,412.21374,2.214684599,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,402.67176,1.572395103,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,392.65267,1.089403175,bar,Fig3,manual_digitization,OK
